address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost_for_two,reviews_list,cuisines_count,service_type,city_list,high_rated,cuisine_count,multi_cuisine
"Address_517, Bangalore",Burger King,No,Yes,4.4,6,080-7285607,Indiranagar,Casual Dining,Pasta,"Beverages, Mexican, Continental, Thai",1500.0,Sample Review Text...,4,Pubs and bars,Bengaluru,1,4,3+ Cuisines
"Address_410, Bangalore",Resto_410,Yes,No,2.8,2255,080-2408104,Jayanagar,Fine Dining,Sushi,Desserts,200.0,Sample Review Text...,1,Buffet,Bengaluru,0,1,1-2 Cuisines
"Address_571, Bangalore",Pizza Hut,No,No,4.4,2913,080-7553173,Indiranagar,Bar,Salad,South Indian,600.0,Sample Review Text...,1,Pubs and bars,Bengaluru,1,1,1-2 Cuisines
"Address_544, Bangalore",Nandhana Palace,Yes,Yes,2.2,1170,080-3288888,Marathahalli,Bar,Salad,Mexican,,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_920, Bangalore",Resto_920,No,No,2.4,2360,080-2336525,HSR Layout,Pub,Dosa,Italian,200.0,Sample Review Text...,1,Buffet,Bengaluru,0,1,1-2 Cuisines
"Address_725, Bangalore",Pizza Hut,No,Yes,3.6,1550,080-3669548,Indiranagar,Casual Dining,Steak,"Italian, Fast Food, Chinese, Continental",1000.0,Sample Review Text...,4,Buffet,Bengaluru,0,4,3+ Cuisines
"Address_156, Bangalore",Resto_156,No,Yes,2.6,1572,080-4699871,Marathahalli,Bakery,Dosa,"Mexican, Desserts, Beverages, Chinese",400.0,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
"Address_950, Bangalore",Resto_950,Yes,Yes,3.8,1208,080-3189600,Jayanagar,Pub,Sushi,"Continental, Mexican, Fast Food, Chinese, North Indian",800.0,Sample Review Text...,5,Pubs and bars,Bengaluru,0,5,3+ Cuisines
"Address_993, Bangalore",Resto_993,Yes,No,4.3,1515,080-9214663,Indiranagar,Cafe,Dosa,"Chinese, Beverages, Mexican, South Indian, Desserts",200.0,Sample Review Text...,5,Cafes,Bengaluru,1,5,3+ Cuisines
"Address_692, Bangalore",Resto_692,No,Yes,2.0,789,080-4398864,Whitefield,Quick Service Restaurant,Pizza,"Fast Food, Continental, Thai, Beverages",,Sample Review Text...,4,Buffet,Bengaluru,0,4,3+ Cuisines
"Address_389, Bangalore",Nandhana Palace,Yes,Yes,2.9,1485,080-2989725,,Bar,Burgers,"Fast Food, Beverages, Thai, Chinese",1000.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_424, Bangalore",Resto_424,No,Yes,2.9,523,080-5425123,Marathahalli,Bar,Sushi,"Thai, Mexican, Continental",1000.0,Sample Review Text...,3,Cafes,Bengaluru,0,3,3+ Cuisines
"Address_451, Bangalore",KFC,No,No,4.3,2928,080-7061063,Jayanagar,Fine Dining,Salad,"Beverages, Italian, Chinese, South Indian",2500.0,Sample Review Text...,4,Delivery,Bengaluru,1,4,3+ Cuisines
"Address_305, Bangalore",Nandhana Palace,No,No,3.5,763,080-9219709,HSR Layout,Pub,Steak,"Beverages, North Indian, Fast Food, Chinese",2500.0,Sample Review Text...,4,Pubs and bars,Bengaluru,0,4,3+ Cuisines
"Address_87, Bangalore",McDonald's,Yes,Yes,4.2,1117,080-6865064,Marathahalli,Pub,Biryani,"Mexican, Chinese",800.0,Sample Review Text...,2,Cafes,Bengaluru,1,2,1-2 Cuisines
"Address_639, Bangalore",Onesta,No,No,,648,080-6903348,JP Nagar,Pub,Sushi,"Italian, Thai, Mexican, Continental, North Indian",600.0,Sample Review Text...,5,Cafes,Bengaluru,0,5,3+ Cuisines
"Address_208, Bangalore",Resto_208,No,Yes,4.2,232,080-8022366,MG Road,Fine Dining,Steak,"South Indian, North Indian, Desserts",1000.0,Sample Review Text...,3,Cafes,Bengaluru,1,3,3+ Cuisines
"Address_741, Bangalore",Pizza Hut,No,Yes,3.4,1162,080-8382709,Whitefield,Quick Service Restaurant,Pizza,"Italian, Thai, Continental, Beverages, Desserts",2500.0,Sample Review Text...,5,Dine-out,Bengaluru,0,5,3+ Cuisines
"Address_564, Bangalore",Resto_564,Yes,No,2.8,2382,080-4045291,MG Road,Cafe,Salad,"Italian, Mexican, Thai, Chinese",2000.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_273, Bangalore",Nandhana Palace,No,No,3.0,2283,080-4337963,Whitefield,Quick Service Restaurant,Pasta,Mexican,400.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,0,1,1-2 Cuisines
"Address_634, Bangalore",McDonald's,Yes,Yes,4.0,2936,080-9309833,Koramangala,Fine Dining,Pasta,"Beverages, South Indian",2500.0,Sample Review Text...,2,Dine-out,Bengaluru,1,2,1-2 Cuisines
"Address_240, Bangalore",KFC,No,Yes,4.4,1782,080-2228898,Indiranagar,Fine Dining,Biryani,"North Indian, Desserts",1200.0,Sample Review Text...,2,Dine-out,Bengaluru,1,2,1-2 Cuisines
"Address_78, Bangalore",McDonald's,Yes,No,2.2,2593,080-3456926,Indiranagar,Pub,Dosa,"Italian, Thai, Beverages, Desserts, Mexican",600.0,Sample Review Text...,5,Dine-out,Bengaluru,0,5,3+ Cuisines
"Address_747, Bangalore",Resto_747,No,Yes,3.8,1536,080-8350507,Koramangala,Casual Dining,Dosa,Thai,1000.0,Sample Review Text...,1,Delivery,Bengaluru,0,1,1-2 Cuisines
"Address_761, Bangalore",Nandhana Palace,No,No,4.5,2198,080-7133460,Marathahalli,Cafe,Pizza,"North Indian, Continental, Desserts, Italian, South Indian",600.0,Sample Review Text...,5,Cafes,Bengaluru,1,5,3+ Cuisines
"Address_892, Bangalore",Onesta,No,No,2.1,2117,080-9488394,Indiranagar,Bakery,Pizza,"Mexican, Beverages, North Indian, Thai",2500.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_536, Bangalore",Resto_536,Yes,Yes,3.5,1489,080-9714808,Jayanagar,Bakery,Dosa,Italian,1000.0,Sample Review Text...,1,Pubs and bars,Bengaluru,0,1,1-2 Cuisines
"Address_650, Bangalore",McDonald's,No,Yes,4.7,975,080-1249956,HSR Layout,Casual Dining,Burgers,"North Indian, Italian, Mexican, Thai, Continental",3000.0,Sample Review Text...,5,Delivery,Bengaluru,1,5,3+ Cuisines
"Address_247, Bangalore",McDonald's,No,No,2.5,2484,080-2282825,Indiranagar,Bar,Pizza,"South Indian, Beverages, Italian",1000.0,Sample Review Text...,3,Delivery,Bengaluru,0,3,3+ Cuisines
"Address_337, Bangalore",McDonald's,Yes,Yes,3.5,522,080-7027124,Whitefield,Casual Dining,Pizza,"Beverages, North Indian, Fast Food",,Sample Review Text...,3,Drinks & nightlife,Bengaluru,0,3,3+ Cuisines
"Address_506, Bangalore",Resto_506,No,No,4.2,2062,080-8189001,Koramangala,Cafe,Burgers,Fast Food,400.0,Sample Review Text...,1,Buffet,Bengaluru,1,1,1-2 Cuisines
"Address_118, Bangalore",Nandhana Palace,Yes,Yes,2.5,720,080-2800206,Koramangala,Bar,Sushi,"Desserts, South Indian, Continental, North Indian",200.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,0,4,3+ Cuisines
"Address_11, Bangalore",Leon Grill,No,Yes,4.3,779,080-2651177,Indiranagar,Casual Dining,Biryani,"Thai, Mexican, Beverages, Italian",200.0,Sample Review Text...,4,Cafes,Bengaluru,1,4,3+ Cuisines
"Address_911, Bangalore",Onesta,Yes,No,4.5,1593,080-1347135,JP Nagar,Cafe,Pizza,"Italian, North Indian, Mexican, Beverages, South Indian",800.0,Sample Review Text...,5,Dine-out,Bengaluru,1,5,3+ Cuisines
"Address_861, Bangalore",Resto_861,No,Yes,,2678,080-9277057,Jayanagar,Bar,Burgers,"North Indian, Continental, South Indian, Chinese",,Sample Review Text...,4,Pubs and bars,Bengaluru,0,4,3+ Cuisines
"Address_204, Bangalore",Resto_204,No,No,3.8,507,080-6867997,Koramangala,Cafe,Sushi,"Desserts, Fast Food, South Indian",2000.0,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_530, Bangalore",KFC,No,Yes,4.2,2377,080-5883538,Koramangala,Bar,Pasta,"Desserts, South Indian, Beverages",2000.0,Sample Review Text...,3,Dine-out,Bengaluru,1,3,3+ Cuisines
"Address_190, Bangalore",McDonald's,Yes,No,3.7,718,080-1543292,MG Road,Quick Service Restaurant,Pasta,"South Indian, Fast Food, North Indian",3000.0,Sample Review Text...,3,Buffet,Bengaluru,0,3,3+ Cuisines
"Address_730, Bangalore",KFC,No,Yes,4.8,2048,080-1542282,Indiranagar,Bar,Steak,"Thai, South Indian, Italian, Desserts, Fast Food",400.0,Sample Review Text...,5,Buffet,Bengaluru,1,5,3+ Cuisines
"Address_563, Bangalore",Pizza Hut,No,Yes,2.0,1456,080-2785812,HSR Layout,Fine Dining,Steak,"South Indian, Continental, North Indian",2500.0,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
"Address_334, Bangalore",KFC,Yes,Yes,3.1,1395,080-2306851,HSR Layout,Bar,Salad,"Mexican, Fast Food, Thai, Continental, Desserts",800.0,Sample Review Text...,5,Delivery,Bengaluru,0,5,3+ Cuisines
"Address_743, Bangalore",Resto_743,No,Yes,4.7,861,080-3636248,Jayanagar,Quick Service Restaurant,Sushi,"Italian, Mexican",600.0,Sample Review Text...,2,Buffet,Bengaluru,1,2,1-2 Cuisines
"Address_483, Bangalore",Resto_483,Yes,Yes,3.1,1532,080-3492539,JP Nagar,Pub,Sushi,"Italian, North Indian, Fast Food, Mexican",2500.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_365, Bangalore",Resto_365,No,Yes,2.6,1929,080-8679606,Marathahalli,Casual Dining,Burgers,"South Indian, Italian, Desserts, Chinese",1500.0,Sample Review Text...,4,Pubs and bars,Bengaluru,0,4,3+ Cuisines
"Address_910, Bangalore",Resto_910,Yes,Yes,4.4,978,080-1274196,MG Road,Casual Dining,Dosa,"North Indian, Chinese, Continental, Desserts",,Sample Review Text...,4,Buffet,Bengaluru,1,4,3+ Cuisines
"Address_177, Bangalore",Empire Restaurant,Yes,No,4.0,39,080-2004872,JP Nagar,Casual Dining,Pasta,"Continental, Chinese, Italian, Fast Food",800.0,Sample Review Text...,4,Pubs and bars,Bengaluru,1,4,3+ Cuisines
"Address_13, Bangalore",Resto_13,No,No,3.2,240,080-8633773,Jayanagar,Bakery,Dosa,Mexican,,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_891, Bangalore",Resto_891,Yes,No,2.5,414,080-8522210,Jayanagar,Fine Dining,Steak,"Continental, North Indian, Beverages, Fast Food, Chinese",2500.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,0,5,3+ Cuisines
"Address_159, Bangalore",KFC,Yes,No,3.8,1753,080-9930189,Jayanagar,Pub,Dosa,"Italian, Fast Food",200.0,Sample Review Text...,2,Buffet,Bengaluru,0,2,1-2 Cuisines
"Address_829, Bangalore",Resto_829,Yes,No,3.2,53,080-3044259,Whitefield,Fine Dining,Pasta,"Thai, Continental",3000.0,Sample Review Text...,2,Buffet,Bengaluru,0,2,1-2 Cuisines
"Address_51, Bangalore",Resto_51,Yes,No,3.7,559,080-6008935,Indiranagar,Quick Service Restaurant,Salad,"Thai, Beverages, Continental, Mexican",200.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_53, Bangalore",Burger King,No,Yes,2.1,2057,080-8665981,JP Nagar,Bar,Biryani,Desserts,400.0,Sample Review Text...,1,Pubs and bars,Bengaluru,0,1,1-2 Cuisines
"Address_815, Bangalore",Resto_815,Yes,No,4.7,454,080-9300525,HSR Layout,Fine Dining,Biryani,"Continental, Chinese, Thai",,Sample Review Text...,3,Buffet,Bengaluru,1,3,3+ Cuisines
"Address_9, Bangalore",Leon Grill,No,No,4.7,2989,080-5159166,HSR Layout,Fine Dining,Burgers,"Mexican, Thai, Desserts",2500.0,Sample Review Text...,3,Delivery,Bengaluru,1,3,3+ Cuisines
"Address_73, Bangalore",Burger King,Yes,Yes,4.8,375,080-2425342,HSR Layout,Bakery,Biryani,"Desserts, Thai, South Indian, Fast Food",1000.0,Sample Review Text...,4,Dine-out,Bengaluru,1,4,3+ Cuisines
"Address_445, Bangalore",Resto_445,Yes,No,4.2,26,080-7962689,HSR Layout,Bar,Sushi,"Thai, Continental, South Indian, North Indian",1000.0,Sample Review Text...,4,Pubs and bars,Bengaluru,1,4,3+ Cuisines
"Address_31, Bangalore",Resto_31,No,No,4.5,1716,080-6639317,HSR Layout,Bakery,Steak,"Continental, Mexican",2000.0,Sample Review Text...,2,Pubs and bars,Bengaluru,1,2,1-2 Cuisines
"Address_885, Bangalore",Leon Grill,Yes,Yes,2.5,1115,080-3219474,,Pub,Burgers,"North Indian, Mexican, South Indian, Chinese, Fast Food",2000.0,Sample Review Text...,5,Buffet,Bengaluru,0,5,3+ Cuisines
"Address_833, Bangalore",Resto_833,Yes,No,3.8,2301,080-4356421,Jayanagar,Bar,Burgers,"Thai, Desserts, Fast Food",,Sample Review Text...,3,Buffet,Bengaluru,0,3,3+ Cuisines
"Address_685, Bangalore",Resto_685,No,No,4.6,2184,080-2817044,HSR Layout,Bakery,Salad,Desserts,,Sample Review Text...,1,Dine-out,Bengaluru,1,1,1-2 Cuisines
"Address_902, Bangalore",Pizza Hut,Yes,Yes,2.6,1162,080-6140518,Koramangala,Bakery,Dosa,"South Indian, Desserts, Beverages",,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
"Address_312, Bangalore",Burger King,No,Yes,4.4,2949,080-1711620,JP Nagar,Bakery,Burgers,"Fast Food, Beverages, North Indian, Continental, Desserts",2000.0,Sample Review Text...,5,Buffet,Bengaluru,1,5,3+ Cuisines
"Address_706, Bangalore",Empire Restaurant,Yes,Yes,3.4,1322,080-1132511,JP Nagar,Pub,Pasta,"Fast Food, North Indian, Thai, Desserts",400.0,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_402, Bangalore",Resto_402,Yes,Yes,3.1,2391,080-7911031,Koramangala,Bar,Sushi,"Mexican, Chinese, Fast Food",,Sample Review Text...,3,Delivery,Bengaluru,0,3,3+ Cuisines
"Address_20, Bangalore",Resto_20,No,Yes,2.1,1493,080-7817881,Koramangala,Quick Service Restaurant,Pasta,"Italian, Chinese",1200.0,Sample Review Text...,2,Dine-out,Bengaluru,0,2,1-2 Cuisines
"Address_268, Bangalore",Onesta,No,No,4.9,2353,080-3151610,Whitefield,Bakery,Biryani,"Beverages, Continental",1500.0,Sample Review Text...,2,Buffet,Bengaluru,1,2,1-2 Cuisines
"Address_994, Bangalore",McDonald's,Yes,No,4.2,1176,080-3012893,Whitefield,Cafe,Pizza,Italian,1000.0,Sample Review Text...,1,Delivery,Bengaluru,1,1,1-2 Cuisines
"Address_157, Bangalore",Resto_157,No,Yes,3.6,2028,080-7154919,Indiranagar,Pub,Biryani,Continental,,Sample Review Text...,1,Pubs and bars,Bengaluru,0,1,1-2 Cuisines
"Address_843, Bangalore",Resto_843,No,No,,2471,080-4449113,MG Road,Cafe,Burgers,"Chinese, North Indian",,Sample Review Text...,2,Buffet,Bengaluru,0,2,1-2 Cuisines
"Address_400, Bangalore",Nandhana Palace,No,No,3.1,1882,080-3256338,Koramangala,Casual Dining,Dosa,"Beverages, Continental",600.0,Sample Review Text...,2,Pubs and bars,Bengaluru,0,2,1-2 Cuisines
"Address_320, Bangalore",Nandhana Palace,No,No,4.0,1124,080-9874251,JP Nagar,Pub,Pizza,"Beverages, Italian, Fast Food, Continental",200.0,Sample Review Text...,4,Cafes,Bengaluru,1,4,3+ Cuisines
"Address_505, Bangalore",Leon Grill,No,Yes,4.8,2852,080-9088805,MG Road,Fine Dining,Pizza,"Thai, South Indian",,Sample Review Text...,2,Drinks & nightlife,Bengaluru,1,2,1-2 Cuisines
"Address_52, Bangalore",Onesta,No,No,3.6,1865,080-7891662,JP Nagar,Bar,Biryani,"Italian, Mexican",800.0,Sample Review Text...,2,Drinks & nightlife,Bengaluru,0,2,1-2 Cuisines
"Address_230, Bangalore",KFC,No,No,4.8,1854,080-4646403,Jayanagar,Cafe,Burgers,"Fast Food, Beverages, Continental, Mexican",,Sample Review Text...,4,Dine-out,Bengaluru,1,4,3+ Cuisines
"Address_220, Bangalore",Resto_220,No,No,2.3,715,080-1769891,Koramangala,Bar,Biryani,"Thai, Fast Food, Mexican",400.0,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_716, Bangalore",Resto_716,No,No,4.8,457,080-9638526,Jayanagar,Bakery,Salad,"Mexican, Chinese, South Indian, North Indian, Desserts",3000.0,Sample Review Text...,5,Cafes,Bengaluru,1,5,3+ Cuisines
"Address_26, Bangalore",KFC,No,Yes,2.8,2719,080-1775337,JP Nagar,Casual Dining,Burgers,"Continental, Italian",800.0,Sample Review Text...,2,Cafes,Bengaluru,0,2,1-2 Cuisines
"Address_54, Bangalore",Resto_54,Yes,Yes,4.8,1386,080-6312692,MG Road,Fine Dining,Salad,Thai,2500.0,Sample Review Text...,1,Buffet,Bengaluru,1,1,1-2 Cuisines
"Address_996, Bangalore",Resto_996,Yes,No,2.6,887,080-8151289,,Quick Service Restaurant,Salad,"Italian, Mexican, Desserts, Thai, Continental",400.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,0,5,3+ Cuisines
"Address_461, Bangalore",Resto_461,Yes,No,2.7,495,080-9462784,Koramangala,Cafe,Steak,"Fast Food, Italian",2000.0,Sample Review Text...,2,Delivery,Bengaluru,0,2,1-2 Cuisines
"Address_214, Bangalore",KFC,Yes,No,2.3,2061,080-8649174,Whitefield,Cafe,Sushi,North Indian,,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_691, Bangalore",Leon Grill,No,Yes,2.0,2873,080-2025218,HSR Layout,Cafe,Salad,Beverages,2000.0,Sample Review Text...,1,Buffet,Bengaluru,0,1,1-2 Cuisines
"Address_934, Bangalore",Onesta,Yes,Yes,2.6,396,080-5704514,Koramangala,Quick Service Restaurant,Salad,Fast Food,1500.0,Sample Review Text...,1,Dine-out,Bengaluru,0,1,1-2 Cuisines
"Address_294, Bangalore",Resto_294,No,No,3.6,1329,080-5262908,JP Nagar,Bakery,Sushi,"Thai, Italian, Beverages, Desserts",,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_524, Bangalore",Resto_524,Yes,Yes,4.1,656,080-9968148,JP Nagar,Bakery,Salad,"Italian, Continental, Desserts",400.0,Sample Review Text...,3,Delivery,Bengaluru,1,3,3+ Cuisines
"Address_414, Bangalore",Empire Restaurant,Yes,Yes,3.1,2617,080-7517462,JP Nagar,Bar,Biryani,Beverages,800.0,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_968, Bangalore",Nandhana Palace,Yes,Yes,2.4,1760,080-2974957,MG Road,Pub,Salad,"North Indian, Mexican, Fast Food, Continental, Italian",600.0,Sample Review Text...,5,Cafes,Bengaluru,0,5,3+ Cuisines
"Address_967, Bangalore",Resto_967,No,No,3.6,601,080-6194113,JP Nagar,Pub,Burgers,Continental,200.0,Sample Review Text...,1,Dine-out,Bengaluru,0,1,1-2 Cuisines
"Address_568, Bangalore",Resto_568,No,Yes,,182,080-4763343,Indiranagar,Pub,Biryani,"Chinese, Beverages, Mexican",600.0,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_473, Bangalore",Nandhana Palace,Yes,No,2.1,2565,080-1913231,JP Nagar,Bar,Sushi,"Italian, Chinese, Desserts",800.0,Sample Review Text...,3,Buffet,Bengaluru,0,3,3+ Cuisines
"Address_972, Bangalore",Resto_972,Yes,No,2.4,2406,080-1016411,Whitefield,Bar,Biryani,"Continental, North Indian, Beverages, Mexican, Chinese",2000.0,Sample Review Text...,5,Pubs and bars,Bengaluru,0,5,3+ Cuisines
"Address_321, Bangalore",Pizza Hut,No,No,3.7,2552,080-5873580,,Cafe,Burgers,"Fast Food, Desserts, Beverages, Italian, Chinese",3000.0,Sample Review Text...,5,Delivery,Bengaluru,0,5,3+ Cuisines
"Address_525, Bangalore",McDonald's,Yes,Yes,3.1,2938,080-2495511,MG Road,Fine Dining,Sushi,"Mexican, Italian, Beverages, South Indian, North Indian",1000.0,Sample Review Text...,5,Pubs and bars,Bengaluru,0,5,3+ Cuisines
"Address_714, Bangalore",Resto_714,No,Yes,4.0,435,080-7785940,Marathahalli,Bar,Biryani,Thai,400.0,Sample Review Text...,1,Dine-out,Bengaluru,1,1,1-2 Cuisines
"Address_894, Bangalore",Resto_894,Yes,Yes,2.6,621,080-9097767,MG Road,Pub,Pizza,"Continental, Italian, North Indian, Desserts, Chinese",200.0,Sample Review Text...,5,Dine-out,Bengaluru,0,5,3+ Cuisines
"Address_733, Bangalore",Resto_733,No,Yes,4.1,1002,080-1599695,Whitefield,Quick Service Restaurant,Pasta,"Desserts, Thai, Fast Food",1000.0,Sample Review Text...,3,Dine-out,Bengaluru,1,3,3+ Cuisines
"Address_65, Bangalore",Empire Restaurant,Yes,No,2.4,2312,080-3427461,HSR Layout,Casual Dining,Pasta,"Italian, Fast Food, Beverages, South Indian, Chinese",3000.0,Sample Review Text...,5,Buffet,Bengaluru,0,5,3+ Cuisines
"Address_592, Bangalore",Resto_592,No,Yes,2.9,2760,080-4667881,MG Road,Quick Service Restaurant,Burgers,"North Indian, Desserts, South Indian, Thai, Italian",3000.0,Sample Review Text...,5,Cafes,Bengaluru,0,5,3+ Cuisines
"Address_122, Bangalore",Resto_122,No,No,2.6,547,080-4664338,Marathahalli,Cafe,Burgers,"Fast Food, Thai, Mexican, Beverages",,Sample Review Text...,4,Pubs and bars,Bengaluru,0,4,3+ Cuisines
"Address_44, Bangalore",Pizza Hut,Yes,Yes,3.6,641,080-5743227,Koramangala,Bakery,Salad,"Fast Food, Desserts, Continental, North Indian",800.0,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
"Address_770, Bangalore",Nandhana Palace,Yes,No,3.4,656,080-6878859,HSR Layout,Bakery,Pizza,"Mexican, Fast Food",3000.0,Sample Review Text...,2,Dine-out,Bengaluru,0,2,1-2 Cuisines
"Address_767, Bangalore",Pizza Hut,Yes,No,3.3,339,080-6938069,Jayanagar,Bakery,Pasta,"Italian, South Indian, Fast Food, Mexican, North Indian",800.0,Sample Review Text...,5,Buffet,Bengaluru,0,5,3+ Cuisines
"Address_354, Bangalore",McDonald's,No,No,3.8,2650,080-1659867,Indiranagar,Quick Service Restaurant,Steak,"Thai, Chinese, Desserts, Mexican, South Indian",800.0,Sample Review Text...,5,Pubs and bars,Bengaluru,0,5,3+ Cuisines
"Address_760, Bangalore",McDonald's,Yes,No,,591,080-4736280,MG Road,Casual Dining,Pizza,"Mexican, Beverages, South Indian, Chinese, North Indian",200.0,Sample Review Text...,5,Cafes,Bengaluru,0,5,3+ Cuisines
"Address_357, Bangalore",Leon Grill,Yes,Yes,,579,080-3190059,Marathahalli,Fine Dining,Biryani,Desserts,3000.0,Sample Review Text...,1,Dine-out,Bengaluru,0,1,1-2 Cuisines
"Address_413, Bangalore",Resto_413,Yes,No,4.0,462,080-7169641,JP Nagar,Pub,Dosa,"Desserts, Italian, Continental, Mexican",600.0,Sample Review Text...,4,Delivery,Bengaluru,1,4,3+ Cuisines
"Address_259, Bangalore",Resto_259,No,No,3.6,2312,080-9094465,JP Nagar,Pub,Pasta,"Mexican, Italian, Fast Food",2500.0,Sample Review Text...,3,Drinks & nightlife,Bengaluru,0,3,3+ Cuisines
"Address_383, Bangalore",Burger King,Yes,Yes,4.7,1697,080-9230660,Jayanagar,Pub,Biryani,"Fast Food, South Indian, Italian, Chinese",1500.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,1,4,3+ Cuisines
"Address_988, Bangalore",Onesta,No,No,4.8,260,080-8322660,Marathahalli,Bakery,Salad,"Beverages, Desserts, Mexican, Continental, Chinese",3000.0,Sample Review Text...,5,Pubs and bars,Bengaluru,1,5,3+ Cuisines
"Address_615, Bangalore",Onesta,Yes,Yes,2.9,339,080-2011111,JP Nagar,Pub,Burgers,"Italian, Chinese",400.0,Sample Review Text...,2,Delivery,Bengaluru,0,2,1-2 Cuisines
"Address_256, Bangalore",Leon Grill,No,Yes,3.5,481,080-8239315,Indiranagar,Bakery,Steak,"Fast Food, Beverages",200.0,Sample Review Text...,2,Drinks & nightlife,Bengaluru,0,2,1-2 Cuisines
"Address_746, Bangalore",McDonald's,Yes,Yes,3.3,1122,080-8883139,Indiranagar,Casual Dining,Biryani,"South Indian, Thai",,Sample Review Text...,2,Pubs and bars,Bengaluru,0,2,1-2 Cuisines
"Address_655, Bangalore",Resto_655,No,Yes,2.1,1424,080-8282586,Koramangala,Pub,Steak,"Continental, Italian, North Indian",1200.0,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
"Address_127, Bangalore",Resto_127,No,Yes,4.7,2969,080-1563316,Indiranagar,Casual Dining,Salad,"Fast Food, North Indian, Italian, Chinese",400.0,Sample Review Text...,4,Buffet,Bengaluru,1,4,3+ Cuisines
"Address_881, Bangalore",Onesta,No,Yes,3.0,1102,080-9907637,JP Nagar,Quick Service Restaurant,Burgers,"South Indian, Fast Food, Italian, Mexican",3000.0,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
"Address_140, Bangalore",Resto_140,Yes,Yes,4.1,1631,080-7528964,Indiranagar,Quick Service Restaurant,Sushi,"Fast Food, Italian",,Sample Review Text...,2,Cafes,Bengaluru,1,2,1-2 Cuisines
"Address_845, Bangalore",Burger King,No,No,3.7,676,080-1523448,Marathahalli,Bakery,Biryani,"Fast Food, Continental, Italian, North Indian, Beverages",400.0,Sample Review Text...,5,Delivery,Bengaluru,0,5,3+ Cuisines
"Address_24, Bangalore",Empire Restaurant,Yes,No,4.8,1352,080-7851696,JP Nagar,Fine Dining,Sushi,Continental,2500.0,Sample Review Text...,1,Cafes,Bengaluru,1,1,1-2 Cuisines
"Address_291, Bangalore",Burger King,No,No,,904,080-2018380,Indiranagar,Casual Dining,Sushi,"Desserts, Chinese",,Sample Review Text...,2,Buffet,Bengaluru,0,2,1-2 Cuisines
"Address_932, Bangalore",Pizza Hut,Yes,No,4.8,2315,080-6987463,JP Nagar,Casual Dining,Salad,"Desserts, Italian, Beverages, South Indian",200.0,Sample Review Text...,4,Dine-out,Bengaluru,1,4,3+ Cuisines
"Address_992, Bangalore",KFC,Yes,No,2.8,2803,080-3883285,JP Nagar,Cafe,Steak,"Thai, Desserts, South Indian, Beverages, Italian",600.0,Sample Review Text...,5,Buffet,Bengaluru,0,5,3+ Cuisines
"Address_859, Bangalore",Resto_859,No,Yes,2.3,2800,080-4040589,Jayanagar,Pub,Salad,Beverages,2000.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,0,1,1-2 Cuisines
"Address_487, Bangalore",Resto_487,Yes,No,3.0,1847,080-8410303,Marathahalli,Bakery,Burgers,"Thai, Desserts, Fast Food, South Indian",1500.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,0,4,3+ Cuisines
"Address_785, Bangalore",Resto_785,No,Yes,3.4,2893,080-9234422,Jayanagar,Casual Dining,Steak,"Chinese, Continental, Beverages",,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
